color,director_name,num_critic_for_reviews,duration,gross,genres,movie_title,num_voted_users,plot_keywords,num_user_for_reviews,language,country,content_rating,budget,title_year,imdb_score
Color,Michael Hoffman,83,109,14060950,Drama,The Emperor's ClubÂ ,14354,classroom|fund raising|headmaster|reunion|roman,139,English,USA,PG-13,12500000,2002,6.9
Color,Wallace Wolodarsky,53,93,10198766,Comedy,Sorority BoysÂ ,12007,college|cruise|drag|female armpit hair|sorority,105,English,USA,R,12000000,2002,5.4
Color,Jaume BalaguerÃ³,108,103,22160085,Horror,DarknessÂ ,16747,9 year old|blood|gramophone|house|missing children,349,English,USA,PG-13,10600000,2002,5.4
Color,Mike Leigh,81,121,112935,Drama,All or NothingÂ ,8161,love|neighbor|single parent|supermarket|working class,94,English,UK,R,9000000,2002,7.6
Color,Lynne Ramsay,75,97,267194,Drama,Morvern CallarÂ ,6906,breasts|cleavage|female rear nudity|girl in panties|public nudity,111,English,UK,R,,2002,6.7
Color,Spike Lee,202,108,13060843,Drama,25th HourÂ ,149528,bar|dream|drug dealing|nightclub|widower,454,English,USA,R,15000000,2002,7.7
Color,Pete Jones,31,91,119841,Drama,Stolen SummerÂ ,2419,catholic|catholicism|rabbi|school|summer,55,English,USA,PG,1500000,2002,6.5
Color,Karen Moncrieff,44,88,464126,Drama,Blue CarÂ ,3142,contest|poetry|refusing to eat|starving oneself|teenage girl,68,English,USA,R,1000000,2002,6.7
Color,Neil Burger,31,88,47329,Drama,Interview with the AssassinÂ ,1661,conspiracy theory|kennedy assassination|mock documentary|paranoia,31,English,USA,R,750000,2002,6.6
Color,Mike Newell,141,117,63695760,Drama,Mona Lisa SmileÂ ,61490,art|college|school|student|wellesley college,264,English,USA,PG-13,65000000,2003,6.4
 Black and White,Quentin Tarantino,354,111,70098138,Action,Kill Bill: Vol. 1Â ,735784,bride|coma|japan|revenge|sword,2105,English,USA,R,30000000,2003,8.1
Color,Bobby Farrelly,123,118,33828318,Comedy,Stuck on YouÂ ,44453,actor|conjoined twins|cook|internet|short order cook,154,English,USA,PG-13,55000000,2003,5.8
Color,David Zucker,151,84,110000082,Comedy,Scary Movie 3Â ,111526,crop circle|farm|orchestral music score|reference to michael jackson|videotape,347,English,USA,PG-13,48000000,2003,5.5
Color,Danny DeVito,78,89,9652000,Comedy,DuplexÂ ,46205,christmas|duplex|television|tenant|writer,147,English,USA,PG-13,40000000,2003,5.8
Color,Chris Rock,44,95,37788228,Comedy,Head of StateÂ ,15046,alderman|party|president|presidential candidate|washington d.c.,80,English,USA,PG-13,35200000,2003,5.4
Color,Troy Miller,85,85,26096584,Comedy,Dumb and Dumberer: When Harry Met LloydÂ ,30651,1980s|buddy|high school|prequel to cult favorite|teenager,267,English,USA,PG-13,19000000,2003,3.4
Color,Charles Herman-Wurmfeld,133,95,89808372,Comedy,"Legally Blonde 2: Red, White & BlondeÂ ",46417,animal rights|congresswoman|doorman|transvestism|washington d.c.,297,English,USA,PG-13,45000000,2003,4.6
Color,Victor Salva,167,104,35143332,Horror,Jeepers Creepers IIÂ ,45102,cheerleader|farmer|fear|high school basketball|nightmare,316,English,USA,R,17000000,2003,5.6
Color,Todd Phillips,123,88,74608545,Comedy,Old SchoolÂ ,185258,college|fraternity|friend|house|party,404,English,USA,R,24000000,2003,7.2
Color,Adam Shankman,121,105,132541238,Comedy,Bringing Down the HouseÂ ,30058,divorce|lawyer|spanking|villain arrested|wrongful conviction,236,English,USA,PG-13,33000000,2003,5.5
Color,Alejandro G. IÃ±Ã¡rritu,192,124,16248701,Drama,21 GramsÂ ,189683,accident|faith|love|mathematician|nonlinear timeline,559,English,USA,R,20000000,2003,7.7
Color,Sam Weisman,75,98,22734486,Comedy,Dickie Roberts: Former Child StarÂ ,11815,dental braces|dental headgear|former child star|panties|white panties,117,English,USA,PG-13,17000000,2003,5.6
Color,Vadim Perelman,158,126,13005485,Drama,House of Sand and FogÂ ,56665,auction|home|house|iranian|marriage,469,English,USA,R,15000000,2003,7.6
 Black and White,Rob Zombie,202,105,12583510,Horror,House of 1000 CorpsesÂ ,60709,actor playing multiple roles|axe|dark comedy|masked man|sadism,922,English,USA,R,7000000,2003,6
Color,Claude Chabrol,60,104,181798,Drama,The Flower of EvilÂ ,2591,bordeaux|election|mayor|pamphlet|political thriller,36,French,France,R,,2003,6.6
Color,Sofia Coppola,265,101,44566004,Drama,Lost in TranslationÂ ,321283,fish out of water|japanese|loneliness|older man younger woman relationship|unlikely friendship,1848,English,USA,R,4000000,2003,7.8
Color,Rick de Oliveira,52,96,3713002,Documentary,The Real CancunÂ ,3611,cancun mexico|mexico|spring break|vacation|wisconsin,62,English,USA,R,8000000,2003,2.7
Color,Catherine Hardwicke,126,100,4599680,Drama,ThirteenÂ ,68222,13 year olds|adolescence|friend|peer pressure|teacher,545,English,USA,R,1500000,2003,6.8
Color,Gary Rogers,7,120,1098224,Adventure,"The Book of Mormon Movie, Volume 1: The JourneyÂ ",397,jerusalem|journey|promised land|ship|wilderness,30,English,USA,PG-13,2000000,2003,3.3
 Black and White,Jonathan Kesselman,35,87,19539,Comedy,The Hebrew HammerÂ ,4182,blaxploitation|hanukkah|jewish|kwanzaa|santa claus,53,English,USA,R,1000000,2003,6.2
Color,Siddiq Barmak,105,83,1127331,Drama,OsamaÂ ,7559,boy|girl|hair|school|taliban,77,Dari,Afghanistan,PG-13,46000,2003,7.4
Color,Wolfgang Petersen,220,196,133228348,Adventure,TroyÂ ,381672,greek|mythology|prince|trojan|troy,1694,English,USA,R,175000000,2004,7.2
Color,Jeff Nathanson,42,93,463730,Comedy,The Last ShotÂ ,3789,fbi|movie producer|sting operation|undercover|urination,39,English,USA,R,,2004,5.7
Color,Mel Gibson,406,120,499263,Drama,The Passion of the ChristÂ ,179235,anti semitism|cult film|grindhouse|suffering|torture,2814,Aramaic,USA,R,30000000,2004,7.1
Color,Adam McKay,181,98,84136909,Comedy,Anchorman: The Legend of Ron BurgundyÂ ,267921,1970s|anchorman|news anchor|newsroom|tv station,577,English,USA,PG-13,26000000,2004,7.2
Color,Jeff Schaffer,92,93,17718223,Comedy,EuroTripÂ ,162067,female frontal nudity|male frontal nudity|nudist|nudity|public nudity,316,English,USA,R,25000000,2004,6.6
Color,Mira Nair,118,141,16123851,Drama,Vanity FairÂ ,17373,aristocrat|english|painter|painting|singer,148,English,USA,PG-13,23000000,2004,6.2
Color,David O. Russell,183,107,12784713,Comedy,I Heart HuckabeesÂ ,56813,coincidence|cult film|overalls|suburb|vomiting,381,English,USA,R,22000000,2004,6.7
Color,Barry Levinson,76,99,12181484,Comedy,EnvyÂ ,26390,best friend|dog|envy|jealousy|neighbor,176,English,USA,PG-13,40000000,2004,4.8
Color,Mark Waters,159,97,86049418,Comedy,Mean GirlsÂ ,245989,bully|clique|high school|high school girl|secret,554,English,USA,PG-13,17000000,2004,7
Color,Lance Rivera,21,97,11540112,Comedy,The CookoutÂ ,2385,flatulence|interracial marriage|marriage,20,English,USA,PG-13,,2004,3.6
Color,Jessy Terrero,75,92,13922211,Comedy,Soul PlaneÂ ,18271,airline|airplane|bathroom|sex|toilet,150,English,USA,R,16000000,2004,4.4
Color,Christopher Erskin,45,97,31179516,Comedy,Johnson Family VacationÂ ,5928,cross country|cross country trip|highway travel|on the road|road movie,49,English,USA,PG-13,12000000,2004,4.3
Color,Cheryl Dunye,33,86,17321573,Comedy,My Baby's DaddyÂ ,3119,animal costume|break up|fatherhood|rapper|talking baby,18,English,USA,PG-13,,2004,4.5
Color,Michael Schultz,17,94,6879730,Drama,Woman Thou Art LoosedÂ ,806,abuse|bishop|death|flashback|poverty,23,English,USA,R,,2004,6.9
Color,Lucrecia Martel,78,106,304124,Drama,The Holy GirlÂ ,2720,16 year old|doctor|hotel|tinnitus|title directed by female,37,Spanish,Argentina,R,1400000,2004,6.7
Color,Mary Pat Kelly,2,87,,Drama,ProudÂ ,275,,22,English,USA,PG,1000000,2004,5.8
Color,Jared Hess,220,92,44540956,Comedy,Napoleon DynamiteÂ ,161448,class president|family relationships|friend|high school|jock,1473,English,USA,PG,400000,2004,6.9
Color,Lori Silverbush,26,86,,Drama,On the OutsÂ ,603,dominican|drug dealer|prison|single mother|teenage pregnancy,15,English,USA,R,,2004,6.9
Color,Jon Gunn,43,90,85222,Documentary,My Date with DrewÂ ,4285,actress name in title|crush|date|four word title|video camera,84,English,USA,PG,1100,2004,6.6
Color,Jaume Collet-Serra,228,108,32048809,Horror,House of WaxÂ ,94456,brother sister relationship|group of friends|male nudity|twin|wax,576,English,Australia,R,30000000,2005,5.3
Color,Niki Caro,155,126,18324242,Drama,North CountryÂ ,32815,based on true story|innocence|lawsuit|mine|sexual harassment,214,English,USA,R,35000000,2005,7.3
Color,Lasse HallstrÃ¶m,107,108,8535575,Drama,An Unfinished LifeÂ ,24033,abusive boyfriend|bear|car accident|ranch|wyoming,152,English,USA,PG-13,30000000,2005,7
Color,Bille Woodruff,72,105,36310118,Comedy,Beauty ShopÂ ,13194,client|dentures|false teeth|reference to peter pan|single parent,59,English,USA,PG-13,,2005,5.5
Color,Mike Bigelow,98,83,22264487,Comedy,Deuce Bigalow: European GigoloÂ ,41239,dolphin|gigolo|pimp|serial killer|villain arrested,166,English,USA,R,22000000,2005,4.6
 Black and White,George A. Romero,252,97,20433940,Horror,Land of the DeadÂ ,78883,apocalypse|mercenary|skyscraper|urban setting|zombie apocalypse,662,English,Canada,R,15000000,2005,6.2
Color,Richard E. Grant,49,97,233103,Drama,Wah-WahÂ ,2670,alcoholic|alcoholic father|stepmother|swaziland|unfaithful wife,50,English,UK,R,7000000,2005,6.9
Color,Eli Roth,303,93,47277326,Horror,HostelÂ ,138814,bratislava|hostel|sadistic horror|torture|travel,1516,English,USA,R,4800000,2005,5.9
Color,Andrucha Waddington,42,115,,Drama,House of SandÂ ,2650,1910s|desert|dunes|goat|slave,35,Portuguese,Brazil,R,8000000,2005,7.5
Color,Luc Jacquet,169,80,77413017,Documentary,March of the PenguinsÂ ,45984,chick|emperor penguin|journey|ocean|penguin,331,French,France,G,8000000,2005,7.6
Color,Philip Zlotorynski,14,80,,Comedy,My Big Fat Independent MovieÂ ,1257,independent film|spoof,24,English,USA,R,3000000,2005,3.3
Color,Rebecca Miller,75,112,712294,Drama,The Ballad of Jack and RoseÂ ,9408,commune|defecation|environmentalism|fellatio|island,68,English,USA,R,1500000,2005,6.7
Color,Rob McKittrick,91,94,16101109,Comedy,Waiting...Â ,76467,cook|dishwasher|flashing|male frontal nudity|waiter,236,English,USA,R,3000000,2005,6.8
Color,Jaume Collet-Serra,228,108,32048809,Horror,House of WaxÂ ,94463,brother sister relationship|group of friends|male nudity|twin|wax,576,English,Australia,R,30000000,2005,5.3
Color,Jonathan Parker,2,87,,Drama,The CaliforniansÂ ,299,based on novel,11,English,USA,PG,,2005,5
 Black and White,Andrew Bujalski,52,109,,Comedy,Mutual AppreciationÂ ,1578,friendship|guitarist|mumblecore|musician|new york,23,English,USA,R,,2005,6.9
Color,David Zucker,151,89,90703745,Comedy,Scary Movie 4Â ,93748,female nudity|male nudity|parody|reference to myspace|sequel,410,English,USA,PG-13,45000000,2006,5.1
Color,James Wong,216,86,54098051,Horror,Final Destination 3Â ,102861,amusement park|death|fate|premonition|roller coaster,571,English,Germany,R,25000000,2006,5.8
Color,Alejandro G. IÃ±Ã¡rritu,285,143,34300771,Drama,BabelÂ ,243799,american|destiny|mexican border|multiple perspectives|muslim,908,English,France,R,25000000,2006,7.5
Color,Todd Phillips,110,108,17803796,Comedy,School for ScoundrelsÂ ,26100,paintball|paintball gun|pepper spray|tennis|what happened to epilogue,97,English,USA,PG-13,20000000,2006,5.9
Color,Larry Charles,343,82,128505958,Comedy,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of KazakhstanÂ ,297014,california|city|kazakhstan|travel|tv reporter,1198,English,USA,R,18000000,2006,7.3
Color,Jay Chandrasekhar,91,110,19179969,Comedy,BeerfestÂ ,54710,beer|competition|germany|oktoberfest|prostitute,177,English,USA,R,17500000,2006,6.3
Color,Alexandre Aja,265,108,41777564,Horror,The Hills Have EyesÂ ,129719,desert|horror movie remake|murder of family|rape|slasher,855,English,USA,R,15000000,2006,6.4
Color,Jonathan Liebesman,196,83,39511038,Horror,The Texas Chainsaw Massacre: The BeginningÂ ,56269,cannibal|car accident|leatherface|psychopath|slaughterhouse,366,English,USA,R,16000000,2006,5.9
Color,Christopher Guest,144,86,5542025,Comedy,For Your ConsiderationÂ ,12197,actor|internet|make up|publicist|purim,150,English,USA,PG-13,12000000,2006,6.3
Color,Karan Johar,20,193,3275443,Drama,Kabhi Alvida Naa KehnaÂ ,13998,extramarital affair|fashion magazine editor|marriage|new york|teacher,264,Hindi,India,R,700000000,2006,6
Color,Glen Morgan,186,94,16235293,Horror,Black ChristmasÂ ,19918,attic|christmas|house|incest|sorority,278,English,USA,R,9000000,2006,4.5
Color,Mira Nair,167,122,13569248,Drama,The NamesakeÂ ,16530,bengali|india|reference to gogol|train|train crash,117,English,USA,PG-13,,2006,7.6
Color,Doug Atchison,95,112,18811135,Drama,Akeelah and the BeeÂ ,15337,national spelling bee|principal|school principal|spelling|spelling bee,172,English,USA,PG,,2006,7.5
 Black and White,Kevin Smith,174,97,24138847,Comedy,Clerks IIÂ ,114797,fast food|fast food restaurant|new jersey|quick stop|restaurant,472,English,USA,R,5000000,2006,7.4
Color,Nicholaus Goossen,61,90,6088249,Comedy,Grandma's BoyÂ ,67853,co worker|game tester|loss of virginity|roommate|snack,202,English,USA,R,,2006,7
Color,Scott Marshall,43,90,4328294,Comedy,Keeping Up with the SteinsÂ ,2719,bar mitzvah|carried in a chair|hebrew|party|rite of passage,41,English,USA,PG-13,,2006,5.4
Color,Nnegest LikkÃ©,37,99,7059537,Comedy,Phat GirlzÂ ,8279,female protagonist|size positive|thin|title directed by female|wet dream,101,English,USA,PG-13,3000000,2006,3
Color,Laurie Collyer,78,96,198407,Drama,SherrybabyÂ ,10282,ex convict|halfway house|nipples visible through clothing|orgasm|parole officer,78,English,USA,R,2000000,2006,6.6
Color,Ham Tran,15,135,638951,Drama,Journey from the FallÂ ,775,1970s|1980s|nonlinear timeline|rescue|vietnam war,19,Vietnamese,USA,R,1592000,2006,7.4
Color,Regardt van den Bergh,5,116,,Drama,Faith Like PotatoesÂ ,2050,food|food in title|potato,36,Zulu,South Africa,PG,10000000,2006,6.9
Color,Davis Guggenheim,372,96,23808111,Documentary,An Inconvenient TruthÂ ,67654,climate|earth|global warming|science|truth,504,English,USA,PG,,2006,7.5
Color,Chris Paine,87,92,1677838,Documentary,Who Killed the Electric Car?Â ,11283,california|car|reference to ralph nader|technology|u.s. president,155,English,USA,PG,1000000,2006,7.7
Color,Jonathan Levine,233,90,,Horror,All the Boys Love Mandy LaneÂ ,25951,drugs|female nudity|party|voyeur|voyeurism,129,English,USA,R,750000,2006,5.6
Color,Ryan Fleck,208,106,2694973,Drama,Half NelsonÂ ,70885,bathroom|classroom|dialectics|drugs|student,189,English,USA,R,700000,2006,7.2
Color,Patrick Creadon,88,94,3117666,Documentary,WordplayÂ ,3394,comedian|crossword puzzle|editor|new york times|puzzle,43,English,USA,PG,,2006,7.4
Color,Richard Glatzer,69,90,1689999,Drama,QuinceaÃ±eraÂ ,3675,15th birthday|birthday|gay|party|security guard,48,Spanish,USA,R,400000,2006,7.1
Color,David Slade,304,113,39568996,Horror,30 Days of NightÂ ,138435,alaska|small town|snow|vampire|winter,527,English,USA,R,32000000,2007,6.6
Color,Paul Thomas Anderson,398,158,40218903,Drama,There Will Be BloodÂ ,372990,alcoholic|alcoholism|money|oil|turn of the century,1107,English,USA,R,25000000,2007,8.1
Color,Akiva Schaffer,111,88,13920741,Comedy,Hot RodÂ ,59900,humiliation|man child|moped|neighbor|slacker,149,English,USA,PG-13,,2007,6.7
Color,Frank Oz,168,87,8579684,Comedy,Death at a FuneralÂ ,89547,end credits roll call|four word title|funeral|secret|uncle,199,English,USA,R,9000000,2007,7.4
Color,Mike Binder,154,124,19661987,Drama,Reign Over MeÂ ,83786,college|depression|grief|mental breakdown|post september 11 2001,231,English,USA,R,20000000,2007,7.5
Color,Marc Forster,201,128,15797907,Drama,The Kite RunnerÂ ,68119,afghanistan|based on novel|boy|friend|kite,230,Dari,USA,PG-13,20000000,2007,7.6
Color,Frank Oz,168,87,8579684,Comedy,Death at a FuneralÂ ,89547,end credits roll call|four word title|funeral|secret|uncle,199,English,USA,R,9000000,2007,7.4
Color,Greg Mottola,256,119,121463226,Comedy,SuperbadÂ ,422606,black comedy|bromance|party|school|teen comedy,555,English,USA,R,20000000,2007,7.6
Color,Ian Iqbal Rashid,62,94,7070459,Drama,How She MoveÂ ,4600,dance|dance contest|loss of sister|step dancing|teenager,18,English,Canada,PG-13,,2007,3.3
Color,Susanne Bier,146,118,2849142,Drama,Things We Lost in the FireÂ ,24104,best friend|dinner|garage|narcotics anonymous|recovery,88,English,USA,R,16000000,2007,7.2
Color,Martin Weisz,161,89,20801344,Horror,The Hills Have Eyes IIÂ ,49721,desert|fight|hill|murder|mutant,211,English,USA,R,15000000,2007,5.1
Color,Frank Darabont,330,126,25592632,Horror,The MistÂ ,220475,desperation|fog|giant insect|survival|survival horror,1066,English,USA,R,18000000,2007,7.2
Color,Oliver Parker,56,100,,Comedy,St. Trinian'sÂ ,18220,2000s|female protagonist|reward|school|st trinian's,102,English,UK,PG-13,13500000,2007,5.8
Color,Bob Odenkirk,51,93,900926,Comedy,The Brothers SolomonÂ ,9517,antarctica|coma|neighbor|phd|pregnancy,46,English,USA,R,10000000,2007,5.3
Color,Eli Roth,252,94,17544812,Horror,Hostel: Part IIÂ ,69989,american|hostel|slovakia|torture|train,384,English,USA,R,10000000,2007,5.4
Color,Leonard Farlinger,8,89,,Western,All HatÂ ,436,contemporary west|cowboy|horse|jockey|neo western,8,English,Canada,R,5000000,2007,5.3
Color,George A. Romero,280,95,952620,Horror,Diary of the DeadÂ ,40800,barn|film student|hospital|mummy|video camera,332,English,USA,R,2000000,2007,5.7
Color,Sarah Gavron,80,101,1094998,Drama,Brick LaneÂ ,2560,arranged marriage|bangladesh|buckingham palace|september 11 2001|title directed by female,29,English,UK,PG-13,,2007,6.7
Color,Michael Landon Jr.,18,117,379643,Drama,The Last Sin EaterÂ ,1573,1850s|christian film|dark secret|funeral|sin eater,29,English,USA,PG-13,2200000,2007,5.9
Color,Jaume BalaguerÃ³,252,78,,Horror,[Rec]Â ,131462,apartment building|character's point of view camera shot|fire station|subjective camera|television reporter,374,Spanish,Spain,R,1500000,2007,7.5
Color,Sol Tryon,28,91,12055,Comedy,The Living WakeÂ ,739,artist|black comedy,10,English,USA,PG-13,500000,2007,6.5
Color,Oren Peli,409,84,107917283,Horror,Paranormal ActivityÂ ,184824,dark force|entity|evil force|found footage|paranormal phenomenon,1189,English,USA,R,15000,2007,6.3
Color,Dan Reed,61,80,,Thriller,ClosureÂ ,5747,countryside|night|party|rape|scar,44,English,UK,R,1800000,2007,5.6
Color,Mike Bruce,3,78,243768,Western,The Legend of God's GunÂ ,143,,9,English,USA,R,30000,2007,4.1
Color,Adam McKay,173,106,100468793,Comedy,Step BrothersÂ ,212499,dream|friendship|karaoke|love|slacker,277,English,USA,R,65000000,2008,6.9
Color,Jason Friedberg,111,86,38232624,Comedy,Meet the SpartansÂ ,88518,king|persian|spartan|training|xerxes,409,English,USA,PG-13,30000000,2008,2.7
Color,Ron Howard,302,122,18593156,Drama,Frost/NixonÂ ,88682,american president|political drama|scandal|u.s. president|washington post the newspaper,241,English,USA,R,35000000,2008,7.7
Color,David Wain,173,101,67266300,Comedy,Role ModelsÂ ,195255,absent father|big brother|community service|live action role playing|peter pan syndrome,170,English,Germany,R,28000000,2008,6.9
Color,Clint Eastwood,366,116,148085755,Drama,Gran TorinoÂ ,561773,gang|gang rape|hmong|teenager|widower,871,English,USA,R,33000000,2008,8.2
Color,Carter Smith,233,93,17427926,Horror,The RuinsÂ ,60062,bow and arrow|group of friends|horse|rifle|ruins,351,English,USA,R,8000000,2008,5.9
Color,Richard Linklater,160,107,1186957,Drama,Me and Orson WellesÂ ,9264,high school|mercury theatre|opening night|school|theatre,69,English,UK,PG-13,25000000,2008,6.8
Color,Jason Friedberg,111,88,14174654,Comedy,Disaster MovieÂ ,74945,disaster|glass|mousetrap|natural disaster|scatological humor,359,English,USA,PG-13,25000000,2008,1.9
Color,Michel Gondry,248,102,11169531,Comedy,Be Kind RewindÂ ,79855,friend|power plant|sabotage|store clerk|video store,235,English,UK,PG-13,20000000,2008,6.4
Color,Tony Jaa,110,110,102055,Action,Ong-bak 2Â ,24570,cult film|elephant|jungle|martial arts|stylized violence,72,Thai,Thailand,R,300000000,2008,6.2
Color,Gina Prince-Bythewood,109,110,37766350,Drama,The Secret Life of BeesÂ ,19440,beekeeping|insect in title|racism|sister|south carolina,56,English,USA,PG-13,11000000,2008,7.3
Color,William Dear,16,94,140987,Drama,Free StyleÂ ,361,,4,English,Canada,PG,,2008,4.2
Color,Deb Hagan,42,94,4693919,Comedy,CollegeÂ ,11011,college|face slap|high school|loss of virginity|pierced nipple,78,English,USA,R,6500000,2008,4.6
Color,S.R. Bindler,26,85,36497,Comedy,"Surfer, DudeÂ ",7367,barefoot|endorsement|surfboard|virtual reality|waves,37,English,USA,R,6000000,2008,4.7
Color,Laurent Cantet,212,128,3766595,Drama,The ClassÂ ,29248,high school|inner city|school|student|teacher,86,French,France,PG-13,,2008,7.5
Color,Hayley Cloake,11,90,,Thriller,Impact PointÂ ,1118,championship|hit and run|police|police investigation|volleyball,9,English,USA,R,2200000,2008,4.3
Color,James Mottern,46,90,52166,Drama,TruckerÂ ,2792,cancer|cigarette smoking|hospital|one night stand|trucker,22,English,USA,R,2000000,2008,6.7
Color,Adam Jay Epstein,14,76,,Comedy,Extreme MovieÂ ,9560,box office flop|female frontal nudity|pink bra and panties|red bra and panties|sex,35,English,USA,R,,2008,3.8
Color,Robert Kenner,120,94,4417124,Documentary,"Food, Inc.Â ",42389,farming|flesh eating|food|food industry|gluttony,183,English,USA,PG,,2008,7.9
Color,Lori Petty,12,93,,Drama,The Poker HouseÂ ,3943,basketball|drug abuse|interracial rape|iowa|tween girl,24,English,USA,R,,2008,6.5
Color,Charlie Levi,,90,,Drama,ChildlessÂ ,33,,,English,USA,R,1000000,2008,6.1
Color,Kelly Reichardt,189,80,856942,Drama,Wendy and LucyÂ ,12241,car|dog|flip phone|rape threat|vulnerable,112,English,USA,R,200000,2008,7.1
Color,Peter Billingsley,166,113,109176215,Comedy,Couples RetreatÂ ,83506,couple|island|marriage|tropical|voyeurism,144,English,USA,PG-13,60000000,2009,5.5
Color,Larry Charles,288,81,59992760,Comedy,BrÃ¼noÂ ,119622,austrian|fame|fashion|gay lead character|mockumentary,396,English,USA,R,42000000,2009,5.8
Color,David R. Ellis,221,82,66466372,Horror,The Final DestinationÂ ,75345,attempted suicide|car crash|collapsing scaffold|overflowing bathtub|tooth knocked out,290,English,USA,R,40000000,2009,5.2
Color,Lee Daniels,323,109,47536959,Drama,PreciousÂ ,86955,abuse|african american lesbian|lesbian|lesbian couple|school,275,English,USA,R,10000000,2009,7.3
Color,Todd Phillips,334,108,277313371,Comedy,The HangoverÂ ,583341,drunkenness|female nudity|hangover|hedonism|morning after,626,English,USA,R,35000000,2009,7.8
Color,Nick Cassavetes,148,109,49185998,Drama,My Sister's KeeperÂ ,74476,hospital|leukemia|oncology|sick child|terminal illness,184,English,USA,PG-13,30000000,2009,7.4
Color,Rob Zombie,220,119,33386128,Horror,Halloween IIÂ ,36372,halloween|hospital|michael myers|rampage|vomiting,491,English,USA,R,15000000,2009,4.9
Color,Lee Daniels,323,109,47536959,Drama,PreciousÂ ,86956,abuse|african american lesbian|lesbian|lesbian couple|school,275,English,USA,R,10000000,2009,7.3
Color,Neal Brennan,83,89,15102127,Comedy,"The Goods: Live Hard, Sell HardÂ ",17790,fourth of july|looking at one's self in a mirror|mirror|sex toy|young version of character,59,English,USA,R,,2009,5.8
Color,Marc Forby,26,97,883887,Drama,Princess KaiulaniÂ ,1201,hawaii|hawaiian|historically inaccurate|princess|tearing up a letter,14,English,USA,PG,9000000,2009,6.2
Color,Lone Scherfig,278,100,12574715,Drama,An EducationÂ ,112138,1960s|age difference|france|loss of virginity|oxford,237,English,UK,PG-13,4500000,2009,7.3
Color,Bob Gosse,52,105,1425993,Comedy,I Hope They Serve Beer in HellÂ ,7412,bachelor party|bare butt|loud sex|sex standing up|topless female nudity,72,English,USA,R,,2009,5.3
Color,Jaume BalaguerÃ³,222,85,27024,Horror,[Rec] 2Â ,55597,apartment|apartment building|blood sample|crucifix|zombie,148,Spanish,Spain,R,5600000,2009,6.6
Color,George A. Romero,274,90,101055,Horror,Survival of the DeadÂ ,17478,delaware|feud|island|undead|zombie,159,English,USA,R,4000000,2009,5
Color,Alan Jacobs,1,92,,Drama,Down for LifeÂ ,257,latina|south central los angeles,6,English,USA,R,,2009,7.3
Color,Dagur KÃ¡ri,61,99,19959,Drama,The Good HeartÂ ,3579,bar|bartender|death|heart attack|mentor protege relationship,14,English,Iceland,R,3800000,2009,6.9
Color,Lance Kawas,,90,,Comedy,The DeportedÂ ,62,actor|italian american|mexico|orphan|usa,1,English,USA,PG-13,3000000,2009,6.2
Color,Francesca Gregorini,21,96,5005,Drama,Tanner HallÂ ,2280,boarding school|coming of age|female friendship|lesbian|new england,14,English,USA,R,3000000,2009,5.9
Color,Rob Zombie,220,119,33386128,Horror,Halloween IIÂ ,36372,halloween|hospital|michael myers|rampage|vomiting,491,English,USA,R,15000000,2009,4.9
Color,Ti West,238,95,100659,Horror,The House of the DevilÂ ,30160,cult film|eclipse|haunted house|lunar eclipse|secret,193,English,USA,R,900000,2009,6.4
Color,Robert Bennett,6,90,,Comedy,Frat PartyÂ ,1612,erotica|masseuse|sister sister relationship|temptation|threesome,28,English,USA,R,1000000,2009,2.8
